Grum,Can't Shake This Feeling (Official Video HQ),10,0
Digitalism,Pogo [Official Video],10,0
Thinking Of You (Dimitri From Paris Remix),Sister Sledge,10,0
LBCK,Magnus [EDM.com Premiere],10,0
(2008) Moby,I Love To Move In Here [Holy Ghost! RMX],10,0
MØ,Don't Wanna Dance (Goldroom Remix),10,0
RÜFÜS,Unforgiven (The Presets Remix),10,0
Fischerspooner,The 15th,10,0
Gang of Four,Damaged Goods,10,0
Giorgio Moroder,From Here To Eternity,10,0
The Prodigy,Firestarter,10,0
Le Knight Club,Nymphae Song,10,0
Siriusmo,Discosau,10,0
Spoon,Don't You Evah,10,0
Boys Noize,& Down,10,0
Breakbot,Shiny Metal Dude,10,0
Peaches,I Feel Cream,10,0
Parov Stelar,The Mojo Radio Gang (Radioversion),10,0
Soft Metals,Hot on the heels of love,10,0
Uffie,MCs Can Kiss,10,0
Breakbot,Baby I'm Yours (Color Blaster Remix),10,0
Fenech-Soler,Stop and Stare (Reset! Remix),10,0
Caribou,Sun (suonho Vintage Sun-Rays),10,0
Starfucker,Julius (Painted Palms Remix),10,0
Christoph Andersson,Capital,10,0
Christoph Andersson,Getaway,10,0
Holy Ghost!,Jam for Jerry,10,0
Matthew Dear,You Put A Smell On Me (Photocall Remix),10,0
Kenton Slash Demon,Daemon,10,0
Yuksek,The Edge,10,0
Chromeo,When the Night Falls (Breakbot Remix),10,0
Cansei de Ser Sexy,Let's Make Love and Listen to Death From Above (OFFICIAL VIDEO),10,0
Mario Basanov,We Are Child Of Love,10,0
Matt & Kim,Block After Block (PUNCHES Remix),10,0
Sohight & Cosmonaut Grechko,Night Moves,10,0
Toro y Moi,Harm in Change,10,0
Mausi,Move,10,0
Purity Ring,Grammy,10,0
José James,Trouble (Funk Leblanc Remix),10,0
Snakadaktal,Fall Underneath,10,0
Interpol,All the Rage Back Home,10,0
Vérité,Weekend (Penguin Prison Remix),10,0
"Earth, Wind & Fire",September (Zanski Remix),10,0
The Glitch Mob,Our Demons (filous Remix),10,0
Juveniles,Fantasy,10,0
The Swiss,Kiss To Kiss (Amtrac Remix),10,0
Rainbow Arabia,Blind,10,0
Zimmer,Sensify Me (feat. KLP),10,0
Aeroplane,We Can't Fly (Oliver Remix),10,0
Dirty South,Unbreakable (Autograf Remix),10,0
Tiga,Bugatti (Torren Foot Bootleg),10,0
Du Tonc,Every Song,10,0
Munk,Kitchen Call,10,0
Bipolar Sunshine,Daydreamer (Gryffin Remix),10,0
Jutty Ranx,I See You (Pretty Pink Remix),10,0
Rex Ronan,Incoming,10,0
Janet Jackson,Love Will Never Do (Kource Remix),10,0
Passerine,Paris Morning (Gloves Remix),10,0
Croatia Squad,Back To Life (Original Mix),10,0
Tobtok ft. Emil Heró,Higher (Oliver Nelson & Skogsrå Remix),10,0
Kodak To Graph,IAMANTHEM (Com Truise Remix),10,0
Jeremy Glenn,Overtime,10,0
Feel Flow!,Get On Up,10,0
Gorillaz,Feel Good Inc. (Remastered),10,0
chateaubriand,The Sunset (Jean Tonique Remix),10,0
Botnit,Hi-Score,10,0
Oh Wonder,Technicolour Beat (DNKR Remix),10,0
Dude Skywalker,To the Stars (Framewerk Remix),10,0
Shindu,Just Go (Extended),10,0
Studio Killers,Friday Night Gurus (1080p),10,0
Coconut Records,Nighttiming (RO Smasha Bootleg Remix),10,0
Night By Night (Kill Them With Color Remix),Chromeo,10,0
Thomas Tonfeld & DeusExMaschine,Play The World,10,0
Stars,No One Is Lost (Audio),10,0
Human Life,Don't Fade Away (Shook Remix) [Official],10,0
Goodbye,Sixth Avenue Express,10,0
Kellerkind,Disco on the Dancefloor (official),10,0
Junior Boys,Bits And Pieces (2010),10,0
Mojazz & Bacanito,It's A Jazz Thang (Soulful Club Mix),10,0
Fred Falke,Radio Days (feat. Shotgun Tom Kelly),9,0
CuckooLander,MotherNature,9,0
Boulevards,Got To Go (Official Video),9,0
Mighty Mouse,Between The Pavement And The Stars (Edwin Van Cleef Remix),9,0
Paradisco (Mannequine Remix),Charlotte Gainsbourg,9,0
"""annie""",Neon Indian,9,0
Chicos,Hooked (LEFTI Remix)[FREE DOWNLOAD],9,0
Sobcek,Sunset City (Featuring Moona),9,0
Give You Up (Yuksek Remix),Crayon (audio),9,0
Claptone,Dear Life (Purple Disco Machine Remix),9,0
Back Back Forward Punch,Don't Stop Now (The Penelopes Remix) (Download Here!),9,0
Cazzette,Sleepless (Hotel Garuda & Thero Remix) [Thissongissick.com Premiere] [Free Download],9,0
BOX OF WOLVES,Boy feat. Christa Vi (Summer Occasion Remix) | FunkyyKoala,9,0
Max Lyazgin,"""Passion"" (Original Mix)",9,0
Parov Stelar,Catgroove (TSC,9,0
Mister Gavin,Every Night (Original Mix) [Parrot Bay Vol.1 by Champagne Records],9,0
"Deepjack, Mr Nu",Let Me Say (Andrey Exx & Troitski Remix),9,0
Daniel.T.,Mission Hill Morning,9,0
hyboid,Martians Do It Better (video),9,0
Major Lazer x DJ Snake,Lean On (KLYMVX Ft. Emma Heesters Remix),9,0
Alex Maxwell,Drive (Monsieur Adi Remix),9,0
SPA005,ZIGGY PHUNK -Dont Stop,9,0
Toto,Africa (Diezeo Remix) (Music Video),9,0
Mystery Skulls,Freaking Out (Sim Gretina Mix),9,0
LeBRON,Easy Love [FREE],9,0
Home & Garden feat Derrick Carter 'Domesticated' (Original Mix),OM Records,9,0
Lazerhawk,Star Hustler,9,0
La Roux,Let Me Down Gently (Playless Club Mix),9,0
Le P,History,9,0
Kristian Nairn,Beacon,9,0
ZHU,Faded (PETIT BISCUIT Remix),9,0
Roosevelt,"""Elliot"" (Official Video)",9,0
Silent Gloves feat Patrick Baker,So Real (Miami Nights 1984 Remix),9,0
Caravan Palace,"""Jolie Coquine""",9,0
NONONO,Pumping Blood (Torch Quick Bootleg) *Free Download*,9,0
Crazy P,Open For Service (Jamie Jones mix),9,0
"Kids, Set Fire To Someone That I Used To Know",The Jane Doze,9,0
Don Diablo feat. Emeni,Universe (Official Music Video),9,0
Max Lyazgin & Tom Rain Ft Kono Vidovic,Black Milk (Original),9,0
Cloud,Sia (Plastic Plates Remix),9,0
Chic,"My Forbidden Lover (12"" Mix) (Slayd5000)",9,0
Space Motion,You Know (Original Mix),9,0
Slow Knights,Candy Sugar Rush (Louis La Roche Remix) FREE DOWNLOAD,9,0
The Rapture,In the Grace of Your Love (Official Video by Dream The End),9,0
DiscoHOUSE || Hunter & Skibblez,Natsumi || 夏美,9,0
1080p HD Assassin's Creed Woodkid,Run Boy Run music video,9,0
NEW DISCO,Database,9,0
Hercules and Love Affair,Time Will,9,0
Gossip,Perfect World (Bufi Remix),9,0
Portland,You Don't Know Me,9,0
Bag Raiders,Vapour Trails,9,0
Shy Child,Liquid Love,9,0
Holychild,Money All Around,9,0
DCUP,Don't Be Shy (feat. Mereki),9,0
Monster Rally,Panther,9,0
The Midnight,Kick Drums & Red Wine,9,0
Nora En Pure,Sweet Melody (Original Mix),9,0
Cut Copy,"Glittering Clouds (Proximo ""Acid"" Remix)",9,0
Come Together,PNAU,9,0
Luxley,Spirit (Youngblood Hawke Remix),9,0
Final Djs,Synthopia (Original Mix),9,0
I Love It (Fred Falke Remix),Sneaky Sound System,9,0
Kele,Everything You Wanted (RAC Mix) *OFFICIAL*,9,0
Pyramid,"""Wolf """,9,0
Midnight Savari,Phantom Galacton (Marbeya Sound Remix),9,0
Du Tonc,Darkness [OFFICIAL VIDEO],9,0
Madeon,You're On ft. Kyan (Official Video),9,0
Phonat,"""Set me free"" music video",9,0
Aashton & Swift,Holy House,9,0
Beλr//fvce,Taste My Sad,9,0
Underworld,Cowgirl,9,0
The Wiseguys,Start the Commotion,9,0
The Stills,Still in Love Song,9,0
Soulwax,NY Excuse,9,0
Cansei de Ser Sexy,Superafim,9,0
Lamb,What sound (Tom Middleton rmx),9,0
Echo & the Bunnymen,Lips Like Sugar (Way Out West Remix),9,0
Freemasons,Nothing But a Heartache,9,0
Matthew Dear,Deserter (Four Tet remix),9,0
Cut Copy,Lights and Music,9,0
Shitdisco,I Know Kung Fu (Goose Remix),9,0
Minitel Rose,Business Woman,9,0
Anoraak,Nightdrive With You (GRUM Remix),9,0
The Chemical Brothers,Go,9,0
Ou Est Le Swimming Pool,The Key,9,0
80KIDZ,Frankie (Vocal: The Shoes),9,0
Class Actress,All the Saints,9,0
Cassian,Friday Night,9,0
Pony Pony Run Run,Hey You (Crystal Fighters remix),9,0
Mayer Hawthorne,Green Eyed Love (Classixx Remix),9,0
Innerpartysystem,American Trash,9,0
Human Life,In It Together (Polygon Palace Remix),9,0
LCD Soundsystem,I Can Change (Tiga Remix),9,0
Disco Ruido,Go Twisters,9,0
Paradis,Parfait Tirage,9,0
Holy Ghost!,It's Not Over (Dimitri From Paris EroDiscoMix),9,0
Flight Facilities,With You feat Grovesnor (MAM Remix),9,0
Late Nite Tuff Guy,Bless The Rains (LNTG Epic Journey),9,0
Tchami,Promesses (feat. Kaleem Taylor),9,0
Vic Mensa,Down On My Luck,9,0
Banks,Change (Jensen Sportag Remix),9,0
Basement Jaxx,Never Say Never,9,0
Gorgon City,Here For You (Bearcubs Remix),9,0
The Juan Maclean,Running Back to You,9,0
Simian Mobile Disco,Dervish,9,0
"Earth, Wind & Fire",September (Rad Stereo Remix),9,0
alt-J,Hunger Of The Pine (The Penelopes Remix),9,0
Miami Horror,Love Like Mine,9,0
Róisín Murphy,Jealousy (House Mix),9,0
Odesza,All We Need (feat. Shy Girls) (Autograf Remix),9,0
Brooke Fraser,Kings & Queens (Zimmer Remix),9,0
Kakkmaddafakka,Forever Alone,9,0
Vanilla,Midnight,9,0
JMSN,'Bout It,9,0
Teeel,Disk Go,9,0
Light Asylum,Skull Fuct,9,0
Ghost Loft,Talk to Me (Bearson Remix),9,0
Tiga,Plush,9,0
Yeasayer,ONE (Teen Daze Remix),9,0
Bit Funk,It Ain't Easy,9,0
Nightriders,You Said,9,0
Wunder Wunder,Coastline (Goldroom Remix),9,0
Carousel,My New Friend (Avenue Remix),9,0
Du Tonc,Animals,9,0
Jacques Renault,Look At You,9,0
Crystal Fighters,Follow (DiskJokke Remix),9,0
Labyrinth Ear,Walk on the Moon (Arthur Russell),9,0
Nightriders,Night Moves,9,0
Becky Hill,Losing (Icarus Remix),9,0
Munk,Munkysound,9,0
Majestique,Arrival,9,0
My Moon My Man,Feist (Boys Noize Remix),9,0
Secaina Hudson,I Ain't With You,9,0
Starlesoufs,Love Pop,9,0
Porter Robinson vs Daft Punk,Fresh Static Love (The Noisy Freaks Edit),9,0
Kill Them With Colour,Blue Jeans vs Raining Again,9,0
Robotaki,Pixelby,9,0
George Duke,Reach Out (Kid Goodman Remix),9,0
Le Youth,C O O L (Vancington Remix),9,0
Michael Jackson,Smooth Criminal (N2N Remix),9,0
magic spells,Crystal Castles,9,0
Tennis,Petitoin (Vacationer Remix),9,0
Poom,Les Voiles (Dim Sum Remix),9,0
Walter Sobcek,Midnight Crush Featuring Mereki (Mattanoll Remix),9,0
Hide Me,The Golden Filter,9,0
Chateau Marmont,The Maze ( Chrome Canyon Remix),9,0
Battles,Wall Street (Gui Boratto Remix) taken from Dross Glop,9,0
Shelby Grey feat. Ricco Vitali,Wild Youth (Goldroom Remix),9,0
Quell,Army of Lover (Miles Maeda Mix),9,0
Drop Out Orchestra,Ego (Black Strobe Remix),9,0
Animal Collective,My Girls (Hatchmatik Disco Bootleg) (Remix),9,0
Audiosurfing: Skratch Bastid,"""Skewed Empathy (Outkast feat. Raekwon vs Crystal Castles""",9,0
SirAiva,Brinca Na Barriga Feat. Pacman (SirAiva Remix),9,0
Kate Bush,Running Up That Hill (Louis La Roche Remix) | HD,9,0
Autoerotique,Asphyxiation (Official Video),9,0
The Glitz,Friends (Original Mix) // Voltage Musique Official,9,0
Purple Disco Machine,Where We Belong (Unofficial Video),9,0
Cleavage,Can't Get Enough (Official Music Video),9,0
Alex Anwandter,Cómo Puedes Vivir Contigo Mismo?,8,0
Yeo,Icarus,8,0
Lewis CanCut,Systems,8,0
B2,"Eclectic Sound -- ""Forever Young""",8,0
Emil Rottmayer,Distraction (Original Mix),8,0
All Stars,Grafton Primary,8,0
Wild Nothing,"""Paradise"" (Official Music Video)",8,0
Monitor 66,Her Bells Gary Baldi Remix,8,0
[REMIX CONTEST WINNER] Get A Room!,Agony & Pain (Nico Remix),8,0
Justice,"AUDIO, VIDEO, DISCO. (Official Video)",8,0
LeBRON,Easy Love (Feat. Joni Sledge),8,0
Code Elektro,Cyber Dreams (Official Video),8,0
Sunset Strippers,Falling Stars (Official Video HQ),8,0
[unknown],Louis La Roche,8,0
Danger Danger,Ur Face (Msystem Remix) [Premiere],8,0
Patryk Molinari,No Dilemma (Official Video) | Exploited,8,0
Laszlo,Satori(Laszlo Nu Disco Remix),8,0
Stepdad,"My Leather, My Fur, My Nails (Official Video)",8,0
Vanilla Ace & Adam Baum,True Confession (Radio Mix),8,0
Louis Vivet,Best Thing,8,0
Body Language,The Chasing,8,0
Stardust,Music Sounds Better With You (Giraffage Remix),8,0
Cicada,Metropolis (Charlie Fanclub Remix),8,0
Kontinuum,Aware [NCS Release],8,0
Wet Baes,Girl,8,0
Futurecop!,BOOM! Feat. Blaque,8,0
Neon Indian,Change of Coast (OFFICIAL AUDIO),8,0
Simian Mobile Disco,I Believe [HQ],8,0
Midnight Heir,Defiance,8,0
FMM: Moon Boots,Magic,8,0
Siriusmo,Wow (Official Video) | Exploited,8,0
Donnie Darko -Tears for Fears,Head Over Heels (Scenester Remix),8,0
I Wanna Rock You,Giorgio Moroder (Oplurus Remix),8,0
Sebastian Voigt,"Smoke And Mirrors || ""SHACK YOUR BODY""",8,0
*Official Video*  Gigamesh,When You're Dancing (feat. Induce),8,0
FINA018,Slow Learner,8,0
Crystal Fighters,At Home (With Lyrics),8,0
Julian Sanza ft Future Feelings,The Feeling (Ben Macklin Remix),8,0
We Have Band,You Came Out (Official Music Video),8,0
Groove Armada,I Won't Kneel (Bloody Beetroots Remix),8,0
Macy Gray,Lately (True Tiger Remix),8,0
EDX feat. Hadley,Everything (Extended Album Version),8,0
Solidisco,Turn Around (Original Mix),8,0
Grum,Raindrop (Original Mix),8,0
Michael Calfan,Treasured Soul (Original Mix),8,0
Jay Pryor,I Know,8,0
Two Friends ft. Breach The Summit,Long Way Home,8,0
Seraphine,Another boring love song (alvaro hylander remix),8,0
Jean Tonique,Guest (feat. Iris),8,0
Total Giovanni,Can't Control My Love,8,0
Alloapm,Talking to My Radio,8,0
Talking Heads,Psycho Killer (Remix) By Guimz et Melinda.,8,0
Dynamic Rockers,For Your Love,8,0
Fever The Ghost,SOURCE (official music video),8,0
Tosca,Crazy love (Tom Demac remix),8,0
Is Tropical,"""Dancing Anymore""",8,0
Vibes,Fast Train | VibeWithIt Records,8,0
The Knocks & Fred Falke,Geronimo (Official Video),8,0
Bonobo,'Kiara',8,0
Matt Caseli & Terry Lex feat. Catraz,Born Slippy Nuxx,8,0
Tom Tom Club,Genius of love (1981) HD and HQ,8,0
Dreamtime,Guru Meditation,8,0
Bibi Flash,Histoire D'1 Soir (Secousse Edit),8,0
Roosevelt,Night Moves (Official Video),8,0
Mossy,Superb (Ma5haria Remix),8,0
Labtracks,Playa (Original Mix) [FREE DOWNLOAD],8,0
B1,Klar&PF,8,0
kasperg,Fally (HMWL FREE 002) [Free Download],8,0
Juan Mata vs Norwich (A) 13/14,HD 720p By JuaninMata10i,8,0
Final Djs,No More Youth | HD,8,0
Hawa,D.a.n.c.e (justice cover),8,0
Glenn Dale,Gonna Get Your Love,8,0
My Love,Icarus! (Never Say Never III),8,0
Peppe Le Funk,Le Funk Supernova,8,0
Metro Area,Miura (Original Mix),8,0
Rotersand,Would You Buy This?,8,0
Surkin,White Knight Two,8,0
Shook,Distorted Love,8,0
Crystal Castles,Transgender,8,0
Freaks,The Creeps (You're Giving Me) (Vandalism Remix),8,0
Faul,Happy Endings,8,0
Moods,Hold Tight,8,0
Kollektiv Turmstrasse,Sorry I'm Late,8,0
Midnight Juggernauts,Lara Vs The Savage Pack (Plastic Plates Remix),8,0
Monarchy,The Phoenix Alive (Official video),8,0
Hercules and Love Affair,Blind!,8,0
We Can Dance,Hollywood Movie Dance Tribute,8,0
Colour,Grafton Primary,8,0
Sare Havlicek,Diamondback Part1 & Part2 (Nang),8,0
5 Reasons,Tales Of Love (feat. Patrick Baker) (Glen Check Remix),8,0
A.N.D.Y & Vicente,El Barrio (The Supermen Lovers Remix),8,0
Munk,Misterio (Dub),8,0
Benson,Hot Mess Ft. Lex Famous (Dom Dolla Remix),8,0
Copacabana Club,Love Is Over (Official Video) Hd,8,0
Tear Council,"""Anywhere"" (Official Video)",8,0
Kaasi,Those Days (Official),8,0
Future Bones,Gone Again (tici taci remix) (Tici Taci / TICITACI015),8,0
Cee,Roo,8,0
Dead Times,Lightness [HQ],8,0
Say Lou Lou,Maybe You (Le Crayon & Oxford Remix),8,0
Daft Punk,High Life,8,0
Frankie Knuckles,Baby Wants To Ride,8,0
Lovage,Strangers on a Train,8,0
Fatboy Slim,Funk Soul Brother,8,0
Psyche,Sanctuary,8,0
Depeche Mode,The Dead of Night (Electronicat remix),8,0
The Cribs,Hey Scenesters,8,0
Shiny Toy Guns,You Are the One,8,0
Theoretical Girl,The Hypocrite,8,0
Woolfy,Looking Glass,8,0
Blonde Redhead,23,8,0
WhoMadeWho,Keep Me In My Plane,8,0
Das Pop,Fool For Love (SebastiAn Remix),8,0
MSTRKRFT,It Ain't Love (Feat. Lil' Mo),8,0
Cansei de Ser Sexy,Music Is My Hot Sex (DJ Mehdi Remix),8,0
Morning Parade,Under the Stars (Labyrinth Ear Remix),8,0
Miami Horror,I Look To You (ft. Kimbra) (official HD),8,0
Young Galaxy,We Have Everything,8,0
Dye,Fantasy (CFCF Remix),8,0
Toomy Disco,Outstanding,8,0
Zola Jesus,Hikikomori,8,0
Erol Alkan & Boys Noize,Lemonade (Gesaffelstein remix),8,0
Brodinski,Nobody Rules The Streets (Original Mix),8,0
Lana Del Rey,National Anthem (Fred Falke Remix),8,0
Crystal Castles,Sad Eyes,8,0
Flume,Sleepless feat. Jezzabell Doran,8,0
Plump DJs,Hump Rock (Stanton Warriors Remix),8,0
Cherokee,Hear,8,0
L'equipe Du Son,Slow Notion,8,0
Lana Del Rey,Dark Paradise (Parov Stelar Remix),8,0
Lone,Airglow Fires,8,0
Two Door Cinema Club,Changing Of The Seasons (Monsieur Adi Remix),8,0
Blondfire,Walking With Giants (Templeton Remix),8,0
Touch Sensitive,Slowments,8,0
Chordashian,Questions (JackLNDN Remix),8,0
Kraak & Smaak,Mountain Top (Original Mix),8,0
Flight Facilities,Two Bodies feat. Emma Louise (HNNY REMIX),8,0
Giorgio Moroder,74 Is the New 24,8,0
Austra,Energy,8,0
Ben Sollee,Letting Go (Thomas Jack Remix),8,0
CFCF,Monolith,8,0
White Lies,Death (Chase and Status Remix),8,0
Delorean,Destitute Time,8,0
Nao,Inhale Exhale,8,0
Volta Cab,Clarissa,8,0
Flying Lotus,Stonecutters,8,0
FM Attack,Hot Girlz In Love,8,0
Bodhi,Imperfection (Vestalus Remix),8,0
Jhameel,Feisty (Blue Satellite Remix),8,0
Reflex,Nothing Say or Do,8,0
Potatohead People,Blossoms (Nick Wisdom Remix),8,0
Sailors,Feels So Good,8,0
Weakling,pullup,8,0
Saint Motel,Cold Cold Man (Lost Kings Remix),8,0
Kiso Ft. Ashton,Wait (Original Mix),8,0
Flight Facilities,Down To Earth (Wankelmut Remix),8,0
Mighty Mouse,The Beast,8,0
Antony & Cleopatra,Take Me,8,0
Ilija Rudman,Inspectors Drive,8,0
Jamie Antonelli,Divine (Original Mix),8,0
Telling Lies,Grafton Primary,8,0
Goldroom,Tradewinds (feat Kayslee Collins),8,0
Mariah Carey,Emotions (LBCK Remix),8,0
Volta Cab,What It Feels Like (Original Mix),8,0
Toque,Xtro,8,0
Dart Party,Going My Way (Original Mix),8,0
Patrick Alavi,Until Now,8,0
Girlfriend Is Better,Talking Heads,8,0
Gostan,Klanga (Cedric Zeyenne Remix),8,0
Fun Fun,Give Me Your Love (12'' Remix),8,0
DCUP,Someone Told ME ( La Felix Remix ),8,0
Christian Strobe,I Just Want Your Life (Original Mix),8,0
Groove Theory,Tell Me (Ghosts Of Venice Remix),8,0
Maelstrom,LASERTOM from the album DRIFT,8,0
Interpol,Heinrich Maneuver (Paul E Remix),8,0
40 Thieves,Don't Turn It Off ( Greg Wilson edit),8,0
Tony Castles,Heart in the Pipes ( Kauf remix ),8,0
Pablo,Stratus (Andrew Weatherall remix),8,0
Suffix,Always You,8,0
Liebe,Somebody Told You (Statickman Remix),8,0
Kris Menace feat. JULIAN HAMILTON,Higher Love (TobTok Remix),8,0
Mitzi,Who Will Love You Now [Official Video],8,0
5 Reasons,Tales Of Love (feat. Patrick Baker),8,0
Rock n roll,The Velvet Underground (Gigamesh Edit),8,0
Hooray For Earth,"""True Loves"" (Cereal Spiller Remix)",8,0
Vitalic,Fade Away (Official Video),8,0
Fake,Frogs In Spain (best audio),8,0
datashat,"""Stop The Message""",8,0
Cerrone,Supernature (Official Video),8,0
Odesza,Say My Name (feat.  Zyra) (Mattanoll Remix),8,0
J Paul Getto,Space Disco (Original Edit) [Disco House],8,0
Knightlife,All Systems(Nile Delta Remix),8,0
James Curd Feat J Dub,Too Cool to dance | Exploited,8,0
Olefonken,Molepolole (Original Mix).wmv,8,0
Junior Boys,Birthday (HQ),8,0
Felix da Housecat,Like Something 4 Porno (Night Version) [Official Music Video],8,0
Black Gold,C'mon Stop (1983) Disco,8,0
The Presets,No Fun (Official Video),8,0
6th Borough Project,Part Five,8,0
Da Chick,Lotta Love (Original Mix),7,0
"Throttle x Earth, Wind & Fire",September,7,0
Research,Day By Day (Psychemagik mix),7,0
Thom Yorke,The Eraser xxxchange Remix,7,0
Miami Horror,I Look To You (ft. Kimbra),7,0
CS & Miskeyz,Welcome To Paradise (Ft. Emma Carn),7,0
◊◊◊ TONY DISCO,PAPAYA SURF Ft. RAMISAX (COLOUR VISION 'TEQUILA BEACH CLUB' REMIX) ◊◊◊,7,0
Andrea Terrano,Turquoise (Original),7,0
IndieDANCE || Cavego ft. Frida,Soul Train (Flava' Remix) [YouTube Premiere],7,0
Zella Day,Hypnotic (Solidisco Remix),7,0
You Say Party,Laura Palmer's Prom (Sally Shapiro Mix),7,0
Black Eyed Peas,Don't Lie (Deepjack & Mr.Nu Remix),7,0
Étienne de Crécy,Hashtag My Ass,7,0
Giorgio Moroder,Déjà Vu (feat. Sia),7,0
XY&O,Lights On,7,0
Bonobo,Terrapin (SaneBeats Remix),7,0
James Curd,Think You Know Feat. Annabel Weston | Exploited,7,0
Shyvonne,On My Mind (prod. by Sammy Bananas),7,0
What You Know (Cassian Remix),Two Door Cinema Club (ELECTRO HOUSE),7,0
Bastille,Free Love (Original Mix),7,0
De Jeugd van Tegenwoordig,Manon,7,0
Bag Raiders,Sunlight  [Gloves Remix],7,0
Dubtribe Sound System,Do It Now (Album Version),7,0
Melanie Martinez,Soap (Solstis Remix),7,0
Stardust,Music Sounds Better With You (12 Club Mix),7,0
CFCF,Raining Patterns,7,0
Róisín Murphy,Exploitation,7,0
George Maple,Talk Talk (JackLNDN Remix),7,0
The 2 Bears feat. Stylo G,Money Man,7,0
Roland Tings,Cultural Canal,7,0
Yuksek feat. Oh Land,Last of Our Kinds (Official Video),7,0
Funkerman feat. J.W.,Foolish Game (Radio Edit),7,0
Justin Martin,Don't Go (VIP),7,0
The Presets,Ghosts [OFFICIAL VIDEO],7,0
Pacific Air,Float (Sound Remedy Remix),7,0
Bobby McFerrin,"Opportunity (Icy Sasaki, Ricardo Araujo Remix)",7,0
Dallas Cotton,Sometime (feat. Brasstracks),7,0
Cut Copy,Where I'm Going [New Single],7,0
Harry Wolfman & Skinny Love,Slurpsville,7,0
James Brown,Blind Man Can See It (Libano Remix),7,0
Walter Sobcek,Miami (Official Video),7,0
Kano,It's A War (1980),7,0
PillowTalk,Lullaby (Orginal Mix),7,0
Basement Jaxx,Summer Dem (alex Metric Remix),7,0
Heloise & The Savoir Faire,Time Lords (Official HD Video),7,0
Avan Lava,Take This City (That's Nice Remix),7,0
Fenech-Soler,Golden Sun (Audio),7,0
Classixx,Holding On (Official Video),7,0
Lorenz Rhode,Superficial Robots feat. Coco Solid (Official Video) | Exploited,7,0
Cassette Club,Flash (D.A.R.E. Remix) //HD,7,0
Mink & Shoes,Psychemagik (Original Mix),7,0
Raphael Saadiq feat. Q,tip,7,0
Jamiroquai,Seven Days in Sunny June,7,0
Peace Division feat. Pleasant Gehman,Blacklight Sleaze,7,0
Shout Out Louds,Show Me Something New,7,0
Ellen Allien,You (Munk Remix),7,0
The Hacker,Shockwave (Gesaffelstein Remix),7,0
The Weather Girls,It's Raining Men (Alex Grand feat. T'Paul Sax Remix),7,0
Moon Boots,Don't Ask Why (Feat. Kyiki),7,0
swim good x Merival,Since You Asked (Star Slinger Edit),7,0
Shuffle,bombay bicycle club,7,0
Bearson,Pink Medicine (Manila Killa Remix),7,0
Stars on 33,This Is Love,7,0
Stars on 33,Keep On Dancing,7,0
Goldroom,Adalita (Figgy Remix),7,0
Future Islands,Seasons (Waiting on You) (BADBADNOTGOOD Reinterpretation),7,0
Gesaffelstein,PURSUIT (Official Video),7,0
Goldroom,California Rain (feat. Nikki Segal),7,0
Keljet feat. AVAN LAVA,Together (Oliver Nelson Remix),7,0
Fairmont,Last Dance (Ewan Pearson Remix),7,0
Sex City,Van She,7,0
Les Loups,Must Be Love (clip vidéo),7,0
Villa,If I (Audio),7,0
Midnight Magic,Night Flight (Original Mix),7,0
The Romantics,Talking In Your Sleep (Ren Riz remix edit),7,0
Brodinski,Dance Like Machines (Official Video),7,0
Penguin Prison,Calling Out (Official),7,0
Lupe Fiasco,Out Of My Head ft. Trey Songz (Kayliox Remix),7,0
Justice,The Party (HQ),7,0
Delphic,Doubt (Official Video),7,0
Hyleo & Ollygon,Whispy,7,0
Elektromekanik,You're Mine (Stephane Deschezeaux Remix) HatorRecords[OUT NOW],7,0
The Dead Milkmen,Instant Club Hit (You'll Dance To Anything),7,0
Greenskeepers,Man In The House,7,0
Fischerspooner,Never Win,7,0
Editors,Munich,7,0
The Black Ghosts,I Want Nothing,7,0
Matthew Dear,Deserter,7,0
Mason vs. Princess Superstar,Perfect exeeder,7,0
"Does It Offend You, Yeah?",Let's Make Out,7,0
Mr. Flagio,Take a Chance (Italo-disco 1983),7,0
Mark Knight & Funkagenda,Man with the Red Face,7,0
Stardust,Music Sounds Better With You (DiscoTech Remix),7,0
Kap Bambino,Dead Lazers,7,0
AutoKratz,Speak In Silence,7,0
Cold Cave,Life Magazine,7,0
Lovebirds,Out Into The Night,7,0
Cassette Club,4 Me (Radio Edit),7,0
Darius,Once In A While,7,0
The Morning Benders,Excuses (The Golden Filter Remix),7,0
Christoph Andersson,Cache,7,0
Benoit & Sergio,Principles,7,0
The Drums,Money,7,0
Austra,Spellwork (MNDR Nighttime remix),7,0
Robin Thicke,Lost Without You (Dublin Aunts Daytime Sex Mix),7,0
Poolside,Harvest Moon (Neil Young Cover),7,0
Tristesse Contemporaine,I Didn't Know,7,0
Munk & Peaches,You Can't Run From My Love,7,0
Fleetwood Mac,Everywhere (True Identity & Philip Young Love the Festivals remix),7,0
Nneka,Shining Star (Joe Goddard remix),7,0
Lifelike & Popular computer,Getting High (Pyramid Remix),7,0
Fenech-Soler,All I Know,7,0
Hot Toddy,Down to Love (Henry Krinkle s Lush Haus Mix),7,0
Lemâitre,Cut To Black (Official),7,0
Maya Jane Coles,Comfort,7,0
Boat Club,Memories (Saint Etienne Remix),7,0
Lana Del Rey,Summertime Sadness (Chris Jylkke Remix),7,0
